,file_name,folder,common_name,scientific_name
38,6102602U.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
39,6102602V.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
40,6102602W.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
41,61026031.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
42,61026036.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
43,6102603A.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
44,6102603C.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
45,6102603E.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
46,6102603F.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
47,6102603I.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
48,6102603L.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
49,6102603O.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
50,6102603S.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
51,6102603V.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
52,6102603W.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
53,6102603X.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
54,6102603Z.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
55,6102604J.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
56,6102604K.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
57,6102604L.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
58,66038001.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
59,66038002.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
60,66038003.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
61,66038004.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
62,66038005.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
63,66038007.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
64,70025001.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
65,70025002.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
66,70025003.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
67,70025004.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
68,70025005.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
69,70025006.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
70,70025007.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
71,70025008.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
72,70025009.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
73,71012001.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
74,71012002.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
75,71012003.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
76,71012004.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
77,71012005.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
78,71012006.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
79,71012007.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
80,71012008.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
81,71012009.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
86,78018001.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
89,78018005.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
94,7801800M.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
95,62018001.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
96,62018002.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
97,62019001.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
98,62019007.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
99,6202200E.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
100,6202200F.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
101,6202200G.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
102,6202200P.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
103,6202200Q.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
104,6202200T.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
105,6202200W.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
106,6202200Z.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
107,62022012.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
108,62022013.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
109,62022014.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
110,62022016.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
111,62022017.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
112,62022018.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
113,62026001.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
114,62026002.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
115,62026003.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
116,62026006.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
117,62026007.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
118,62026009.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
119,6202600A.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
120,6202600B.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
121,6202600C.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
122,6202600D.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
123,63015001.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
124,63015002.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
125,63015003.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
126,63015004.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
127,63015005.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
128,63015006.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
129,65030001.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
130,65030009.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
131,6503000F.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
132,6503000G.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
133,6503000H.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
134,6503000I.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
135,65033002.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
136,65033003.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
137,65033004.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
138,65033007.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
139,6503300C.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
140,6503300D.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
141,6503300E.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
142,6503300H.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
143,6503300J.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
144,6503300K.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
145,51041C01.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
146,56006001.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
147,56006002.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
148,56006003.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
149,56006004.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
150,56006005.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
151,56006006.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
152,5600600A.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
153,5600600B.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
154,5600600D.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
155,5600600E.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
156,89514001.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
157,89514002.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
158,89514003.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
159,89514004.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
160,89514005.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
161,89514010.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
162,89514011.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
163,89514012.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
164,89514013.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
165,89514014.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
166,89514015.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
167,89514017.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
168,89514018.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
170,7202100Q.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
180,88006001.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
181,88006003.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
182,88006005.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
183,88006006.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
184,88006007.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
185,88006008.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
186,8800600A.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
187,8800600C.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
188,8800600D.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
189,8800600E.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
190,8800600F.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
191,8800600G.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
192,8800600H.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
193,8800600I.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
194,8800600J.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
195,8800600K.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
196,8800600L.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
197,8800600N.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
198,8800600O.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
199,8800600P.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
200,8800600Q.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
201,8800600R.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
202,8800600S.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
203,8800600T.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
204,8800600U.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
205,8800600W.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
206,8800600Y.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
207,8800600Z.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
208,88006013.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
209,88006016.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
210,88006017.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
211,8800601B.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
212,8800601C.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
213,8800601L.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
214,8800601U.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
215,8800601Y.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
216,8800602Q.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
217,8800602S.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
218,8800602T.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
219,8800602U.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
220,8800602Z.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
221,88006030.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
222,88006031.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
223,88006032.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
224,88006033.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
225,88006034.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
226,88006036.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
227,88006037.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
228,88006038.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
229,83006001.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
230,83006002.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
231,83006003.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
232,83006008.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
233,83006009.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
234,8300600A.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
235,8300600B.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
236,8300600C.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
237,8300600D.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
238,8300600E.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
239,8300600F.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
240,8300600N.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
241,8300601F.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
242,8300601G.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
243,8300601J.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
244,8300601K.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
245,8300601R.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
246,8300601V.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
247,83006022.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
248,8300602B.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
249,8300602C.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
250,8300602E.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
251,8300602M.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
252,8300602Q.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
253,8300602T.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
254,83006031.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
255,8300603C.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
256,8300603S.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
257,8300603U.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
258,83006047.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
259,8300604A.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
260,8300604C.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
261,8300604D.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
262,8300604E.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
263,8300604F.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
264,8300604G.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
265,8300604H.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
266,8300604I.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
267,8300604J.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
268,8300604K.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
269,8300604L.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
270,8300604M.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
271,8300604N.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
272,8300604O.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
273,8300604P.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
274,8300604Q.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
275,8300604R.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
276,8300604S.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
277,8300604T.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
278,83035001.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
279,83035002.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
280,83035003.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
281,83035006.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
