file_name,folder,common_name,scientific_name
6102603E.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
6102603F.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
6102603I.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
6102603L.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
6102603O.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
6102603S.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
6102603V.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
6102603W.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
6102603X.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
6102603Z.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
6102604J.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
6102604K.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
6102604L.wav,Atlantic Spotted Dolphin (Stenella frontalis) 58,Atlantic Spotted Dolphin,Stenella frontalis
66038001.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
66038002.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
66038003.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
66038004.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
66038005.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
66038007.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
70025001.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
70025002.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
70025003.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
70025004.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
70025005.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
70025006.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
70025007.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
70025008.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
70025009.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
71012001.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
71012002.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
71012003.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
71012004.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
71012005.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
71012006.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
71012007.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
71012008.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
71012009.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
72021005.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
7202100T.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
7202100V.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
7202100Z.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
78018001.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
78018002.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
78018003.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
78018005.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
7801800B.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
7801800D.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
7801800H.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
7801800J.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
7801800M.wav,Bearded Seal (Erignathus barbatus) 37,Bearded Seal,Erignathus barbatus
62018001.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
62018002.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
62019001.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
62019007.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
6202200E.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
6202200F.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
6202200G.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
6202200P.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
6202200Q.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
6202200T.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
6202200W.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
6202200Z.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
62022012.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
62022013.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
62022014.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
62022016.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
62022017.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
62022018.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
62026001.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
62026002.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
62026003.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
62026006.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
62026007.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
62026009.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
6202600A.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
6202600B.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
6202600C.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
6202600D.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
63015001.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
63015002.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
63015003.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
63015004.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
63015005.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
63015006.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
65030001.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
65030009.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
6503000F.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
6503000G.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
6503000H.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
6503000I.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
65033002.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
65033003.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
65033004.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
65033007.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
6503300C.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
6503300D.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
6503300E.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
6503300H.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
6503300J.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
6503300K.wav,White Whale (Delphinapterus leucas) 50,White Whale,Delphinapterus leucas
51041C01.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
56006001.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
56006002.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
56006003.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
56006004.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
56006005.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
56006006.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
5600600A.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
5600600B.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
5600600D.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
5600600E.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
89514001.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
89514002.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
89514003.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
89514004.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
89514005.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
89514010.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
89514011.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
89514012.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
89514013.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
89514014.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
89514015.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
89514017.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
89514018.wav,Bottlenose Dolphin (Tursiops truncatus_Tursiops gilli) 24,Bottlenose Dolphin,Tursiops truncatus_Tursiops gilli
72021005.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
7202100Q.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
7202100T.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
7202100V.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
7202100Z.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
78018002.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
78018003.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
7801800B.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
7801800D.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
7801800H.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
7801800J.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
88006001.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
88006003.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
88006005.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
88006006.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
88006007.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
88006008.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800600A.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800600C.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800600D.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800600E.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800600F.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800600G.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800600H.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800600I.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800600J.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800600K.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800600L.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800600N.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800600O.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800600P.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800600Q.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800600R.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800600S.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800600T.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800600U.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800600W.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800600Y.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800600Z.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
88006013.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
88006016.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
88006017.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800601B.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800601C.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800601L.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800601U.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800601Y.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800602Q.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800602S.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800602T.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800602U.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
8800602Z.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
88006030.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
88006031.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
88006032.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
88006033.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
88006034.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
88006036.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
88006037.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
88006038.wav,Bowhead Whale (Balaena mysticetus) 60,Bowhead Whale,Balaena mysticetus
83006001.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
83006002.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
83006003.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
83006008.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
83006009.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300600A.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300600B.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300600C.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300600D.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300600E.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300600F.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300600N.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300601F.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300601G.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300601J.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300601K.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300601R.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300601V.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
83006022.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300602B.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300602C.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300602E.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300602M.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300602Q.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300602T.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
83006031.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300603C.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300603S.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300603U.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
83006047.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300604A.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300604C.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300604D.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300604E.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300604F.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300604G.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300604H.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300604I.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300604J.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300604K.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300604L.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300604M.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
8300604N.wav,Clymene Dolphin (Stenella clymene) 63,Clymene Dolphin,Stenella clymene
